NEWS_TITLE_Gursimran_NEWS_LINK_FULL_SCRAPED_TEXT
"Assembly Elections 2026 Live Updates: Record turnout in Assam polls lifts stakes; focus shifts to Tamil Nadu, Bengal campaigns | https://indianexpress.com/article/india/assembly-elections-2026-live-updates-record-turnout-in-assam-polls-lifts-stakes-focus-shifts-to-tamil-nadu-bengal-campaigns-10628860/ | Assembly Elections 2026 Live Updates:After an intense campaign and war of words between various political parties, voter turnout remains high in all the states that voted on April 9 that included Assam, Kerala and Puducherry. Assam recorded over 85 per cent turnout, Puducherry nearly 90 per cent, while Kerala saw around 78 per cent participation, all higher than or comparable to previous elections. Political Intepretation:The high turnout has triggered competing political interpretations. Congress leader Rashid Alvi said the surge in voting indicates “anti-incumbency”, expressing confidence that the party could form governments in all three regions. The BJP, however, has framed the participation as endorsement of governance, with leaders calling it a sign of democratic mobilisation rather than electoral backlash. Tamil Nadu:Campaigning has intensified ahead of the April 23 polls, with the DMK, AIADMK and other players stepping up attacks and outreach efforts in what is expected to be a closely watched contest. AIADMK chief Edappadi K Palaniswami on Friday said his party is confident of returning to power in Tamil Nadu, claiming its campaign is progressing “excellently” as it reaches out to voters highlighting the DMK government’s shortcomings. He also targeted DMK leader Kanimozhi, questioning her position within the Karunanidhi family, even as she campaigned in Erode in support of party candidate S U Muthusamy. Meanwhile, inWest Bengal, the electoral contest has widened with AIMIM announcing it will contest independently after snapping ties with Humayun Kabir’s party, adding another layer to an already multi-cornered fight. With polling over in some states and ongoing in others, attention is now firmly on alliances, vote splits and turnout patterns that could shape results on May 4. Union Minister and Tamil Nadu BJP election in-charge Piyush Goyal Friday interacted  with business leaders in Coimbatore. He said India is emerging as a global hub for data infrastructure, citing factors such as low data costs, a large internet user base and a skilled youth population. Goyal added that these advantages, along with “decisive leadership”, position India well for growth in sectors like data centres. His remarks come as the BJP steps up outreach to industry stakeholders ahead of the April 23 Assembly elections in Tamil Nadu. #watch| Coimbatore, Tamil Nadu: Union Minister and Tamil Nadu BJP Election In‑Charge Piyush Goyal interacts with business leaders, says, ""... India is achieving global dominance, benefiting from initiatives that were started a decade ago. Today, one billion people are connected…pic.twitter.com/w2C18Izjjm Stay updated with the latest -Click here to follow us on Instagram"
"Viral video sparks split: Asaduddin Owaisi’s AIMIM breaks off alliance with Humayun Kabir’s AJUP weeks before Bengal polls | https://indianexpress.com/article/cities/kolkata/asaduddin-owaisis-aimim-breaks-off-alliance-with-humayun-kabirs-ajup-weeks-before-bengal-polls-10628907/ | The All India Majlis-e-Ittehadul Muslimeen (AIMIM) announced on Friday that it was breaking its alliance with suspended Trinamool Congress (TMC) MLA Humayun Kabir’s Aam Janata Unnayan Party (AJUP) and would contest the upcoming Assembly elections in West Bengal independently. The announcement came a day after the TMC held a press conference alleging that Kabir had demanded Rs 1,000 crore from the BJP to topple the Mamata Banerjee government in the state, citing a video. Just nine days earlier, AIMIM chiefAsaduddin Owaisiand Kabir had held a joint rally in Murshidabad, where the AIMIM chief had declared that his party’s alliance with AJUP would continue beyond the Assembly polls and into the Lok Sabha elections in 2026. The video, purportedly featuring Kabir, that surfaced on social media has sparked a political row in West Bengal. In the clip, he is allegedly heard saying he is working to defeat Banerjee with the support of the BJP. “Humayun Kabir’s revelations have shown how vulnerable Bengal’s Muslims are…AIMIM cannot associate with any statements where integrity of Muslims is brought into question,” AIMIM stated on its X handle on Friday morning. “As of today, AIMIM has withdrawn its alliance with Kabir’s party. Bengal’s Muslims are one of the poorest, neglected and oppressed communities. Despite decades of secular rule, nothing has been done for them. AIMIM’s policy in contesting elections in any state is so that the marginalised communities have an independent political voice,” the post added. “We will be contesting the Bengal elections INDEPENDENTLY and will have no alliance with any party going forward,” the AIMIM further stated. Humayun Kabir’s reaction to the allegations Reacting to the allegations, Kabir said: “Is the Prime Minister of India really such a weak figure that he would hand over Rs 1,000 crore to Humayun Kabir? Do you take everyone for a fool?” He further said Mamata Banerjee and Abhishek Banerjee “may have lost their minds, but Humayun Kabir certainly won’t”. #WATCH| Murshidabad, West Bengal: On the alleged links between AJUP and BJP, AJUP president Humayun Kabir says, “…what kind of preposterous claim are you making? Is the Prime Minister of India really such a weak figure that he would hand over Rs 1,000 crore to Humayun Kabir?…pic.twitter.com/sT6dgksECm — ANI (@ANI)April 9, 2026 The AIMIM is contesting in 11 Assembly seats in West Bengal. Speaking toTheIndian Express, Imran Solanki, AIMIM Bengal president, said, “Our party has taken a decision to break off the alliance with Humayun Kabir’s AJUP. Now we will fight alone in Bengal and win. We have given candidates in nine seats in the first phase and two seats in the second phase.” A scheduled joint public meeting of the two parties in Bhagabangola in Murshidabad on Saturday has now been cancelled. “There is no question of a joint rally now. We will campaign on our own and win seats. Our chief Asaduddin Owaisi will visit Bengal and campaign for our party,” said Solanki. The AIMIM has named candidates in Raghunathganj, Kandi, Lalgola, Suti, Nalhati, Muraroi, Sujapur, Mothabari and Asansol Uttar, which will go for polls in the first phase on April 23. It has also named candidates for the Bashirhat Uttar and Habra Assembly seats, which will go to polls in the second phase on April 29. The AIMIM contested six seats in Bengal in 2021 but lost all of them. Ravik Bhattacharya is a highly experienced and award-winning journalist currently serving as the Chief of Bureau of The Indian Express, Kolkata. With over 20 years of experience in the media industry, Ravik possesses deep expertise across a wide range of critical subjects and geographical areas.

Experience & Authority

Current Role: Chief of Bureau, The Indian Express, Kolkata.

Expertise: Extensive reporting across West Bengal, Odisha, Assam, and the Andaman Nicobar Islands. Ravik specializes in politics, crime, major incidents and issues, and investigative stories, demonstrating a robust command of complex and sensitive subjects.

Experience: His long and distinguished career includes key reporting roles at several prestigious publications, including The Asian Age, The Statesman, The Telegraph, and The Hindustan Times. Ravik's current role marks his second stint with The Indian Express, having previously served as a Principal Correspondent in the Kolkata bureau from 2005 to 2010.

Major Award: Ravik's authority and quality of work are substantiated by his winning of the prestigious Ramnath Goenka Excellence in Journalism Award in 2007 for Political Reporting.

Education: His strong academic foundation includes a Bachelor's degree with English Honours from Scottish Church College under Calcutta University, and a PG Diploma in Mass Communication from Jadavpur University.

Ravik Bhattacharya's extensive tenure, specialized beat coverage, and notable award confirm his status as a trusted and authoritative voice in Indian journalism, particularly for stories emanating from Eastern India.... Read More Stay updated with the latest -Click here to follow us on Instagram"
"Centre notifies CAPF Act after President’s assent | https://indianexpress.com/article/india/centre-notifies-capf-act-after-presidents-assent-10628510/ | The Centre on Thursday notified the Central Armed Police Forces (General) Administration Act after the assent from President Droupadi Murmu. The new legislation was published in the Gazette on Thursday by the Ministry of Law and Justice. Aimed at creating a “comprehensive and uniform system”, the Act targets Group A General Duty officers and other personnel in the Central Armed Police Forces (CAPFs), including the CRPF, BSF, CISF, ITBP, and SSB. It also standardises recruitment processes, service conditions, administrative functions, and operational protocols, addressing the unique demands of these forces. The government emphasised that CAPFs are vital to national security, including border protection and maintaining internal security across the Union and states. It noted that these forces function under a stringent command and control structure and have operational needs distinct from other organisations. Meanwhile, families of serving paramilitary personnel and veterans staged a protest at Rajghat in CentralDelhion Thursday against the new law. Stay updated with the latest -Click here to follow us on Instagram"
"Is Trump practising the madman theory? An Expert Explains | https://indianexpress.com/article/explained/expert-explains-trump-madman-theory-10628031/ | When US President Donald Trump announced a two-week ceasefire in the war against Iran on Tuesday, he walked back fromhis threat to “end a whole civilisation”even as Iran remained defiant. While questions remain over whether the ceasefire would hold after Israel continued its aggression in south Lebanon and Iran struck oil facilities in the Gulf nations, Trump’s vacillating statements and inconsistent actions — not just during the course of the war but throughout his second presidential term — have lent credence to belief that the US President is practising the “madman theory”. In foreign policy, the theory gained currency during the Cold War and proposes that heads of state, by showing a willingness to take extreme measures, can influence an adversary’s calculations by raising fears of escalation. Although it was meant to be used to explain erratic or unpredictable behaviour, this was subsequently deployed as a deliberate strategy to intimidate opponents into making concessions. Roseanne McManus, professor of political science and international affairs at Pennsylvania State University, explains how Trump seems to have put the theory into practice since his return to the White House last year, and what it means for the US’s standing in the global order. Exactly what it means to be a “madman” is not always clearly defined, but in my research, I argue that two types of “madness” can give leaders’ threats more credibility. The first is unpredictability, meaning that the leader might do anything. The second is extremism, meaning that the leader is insensitive to the consequences of war, including casualties. Trump’s statements and actions during the war could lend support to perceptions that he has both types of ‘madness’. His inconsistent statements about the goals of the war and vacillation between threats and more conciliatory rhetoric give the impression of unpredictability. Additionally, Trump’s willingness to shatter norms and experience domestic and global backlash for making extreme threats, such as to destroy an entire civilisation, suggests an unusual indifference to the consequences of his actions. How has Trump’s approach differed from that of former US presidents like Richard Nixon and George W Bush? Or even other world leaders, such as Russian PresidentVladimir Putinand North Korean leader Kim Jong Un? Overall, I think that Trump has cultivated more of a madman image than most other leaders. According to private records, Richard Nixon desired to cultivate a reputation for madness. Yet he was not consistent enough at acting madly for others to believe it. The Soviets not only did not believe he was mad, but they considered him their favorite US president to work with. George W Bush was called a madman by some critics who used the term for general disparagement, but I don’t think he either sought or had a reputation for either type of madness that I identified above. He was viewed as a hawk, but not necessarily unpredictable or extremist. Vladimir Putin developed a madman image after invading Ukraine, and he sought to convince the West that he was insensitive to the costs of using nuclear weapons. However, I think his reputation for madness faded a bit when he never did use nuclear weapons, despite getting bogged down in the Ukraine War. Kim Jong Un probably developed the strongest reputation for madness of any of the leaders you mentioned. With extreme threats and surprising actions, such as executing his own uncle and brother in dramatic ways, he came to be seen as both extreme and unpredictable. He is probably the closest analogy for Trump. In the past, the “madman theory” was often seen as effective owing to information being scarce or tightly controlled. In this age, when every action and statement is decoded and dissected, what are the limits to this approach? One limitation of the madman theory relates to the difficulty in establishing a reputation for madness. It is necessary to consistently project an image of madness. Even Nixon struggled with this, but a larger number of information sources exacerbate this challenge. Another challenge is that even though perceived madness can boost the credibility of threats, it can also undermine the credibility of commitments to peace. Not trusting a perceived madman’s commitment to peace can lead an adversary to resist his demands, believing conflict is inevitable regardless. This may partially explain why Iran dragged its feet on negotiating with the US. What impact has Trump’s approach had in terms of how current and future US foreign policy will be perceived — both internally and externally? Madman theory is intended to be a crisis bargaining strategy, and it may have some benefits in crises — although the downside I mentioned above is important. Outside of crises, however, having a leader who is perceived as a madman will cause the United States to be perceived as a less reliable partner for cooperation. It also reduces the US’s image of responsibility and competence. Thus, I ultimately expect it to decrease the US’s standing in the global order. Abhinav Chakraborty is a journalist with a keen interest in politics, world affairs, features, and long form. He is a former HR professional with experience across People Operations.... Read More"
"‘Cruelty proved against wife, not husband’: Allahabad HC quashes dowry harassment case against man, parents | https://indianexpress.com/article/cities/lucknow/cruelty-proved-against-wife-not-husband-allahabad-hc-quashes-dowry-harassment-case-against-man-parents-10628661/ | The Lucknow bench of Allahabad High Court on Wednesday quashed the criminal proceedings against a man and his parents in a case of dowry harassment and assault filed by his wife’s brother on grounds that they are currently divorced and to continue criminal prosecution amounts to abuse of the process of law. As one of the grounds, the court also cited a family court’s observation in the couple’s divorce suit that cruelty has been proved against the wife and not against the husband. As mentioned in the high court’s order, the wife’s brother had lodged a complaint case at the Chief Judicial Magistrate (CJM) court of Uttar Pradesh’s Bahraich district in 2015 while the family court in Gurugram had ruled in favour of the husband in its judgment in 2021 in the divorce suit filed by him. A single bench of Justice Brij Raj Singh, in its judgment on April 8, stated, “Considering all the facts and circumstances; observations made by the family court in the divorce suit; cross-examination of the wife; further the complaint has been filed after one year and nine months and cruelty has not been proved against the husband, rather the same has been proved against the wife, continuance of the criminal proceedings against the applicants are nothing but abuse of process of law and they deserved to be quashed.” Stating that they were innocent and falsely implicated, the husband’s parents had approached the high court seeking relief by setting aside the CJM, Bahraich order dated August 14, 2015 regarding filing of a case on charges of mental or physical cruelty of a married woman by the husband and relatives, including dowry harassment, assault, criminal intimidation and under Dowry Prohibition Act. The case was filed by the wife’s brother against the husband and parents. They filed a criminal revision application in ADJ court challenging the CJM’s order, but it was dismissed on March 8, 2017. The counsel for the petitioners submitted that Amit Khanna was married to Shilpa on March 9, 2002 in NewDelhiand they have never lived with Amit’s parents in Bahraich. Therefore, there is no question of any alleged demand of dowry and physical assault on the part of the parents. The submission also argued that the date of the incident as mentioned in the case is June 5, 2013, while the case was filed on July 28, 2015, showing an inordinate, unreasonable and unexplained delay of two years in filing the complaint. However, the trial court did not record any finding on the inordinate delay though it was categorically pleaded in the application for recall of the order filed on February 20, 2016 by the applicants, the counsel submitted. It was also argued that after the alleged incident, neither any FIR was ever lodged by the woman or her brother nor any medical examination of her was conducted, which gives rise to the credibility and genuineness of the alleged incident. The counsel further stated that on the date of the alleged incident, Amit’s father was in the USA and mother was in Delhi undergoing treatment for her knee pain. Also, Amit along with Shilpa and their two daughters were on a trip to Nainital on the said date. Photographs and the visitors register of the hotel along with the certificate of visit obtained from the hotel where they stayed were presented as evidence, the counsel submitted. It was further stated that the complaint was filed as a tool to multiply the proceedings as the wife, too, had on July 7, 2015 instituted a case under the Domestic Violence Act at Gurgaon before her brother filed the case in Bahraich the same month. The wife instituted another case under section 125 CrPC (seeking maintenance) atLucknow, in order to harass the husband by stating her place of residence at Lucknow, whereas she along with her daughters were residing permanently at the co-owned house of the husband at Gurgaon. She also concealed the fact that a case under Domestic Violence Act had already been filed by her before the ACJM court, Gurgaon, the counsel argued. However, she filed an affidavit dated July 20, 2016 before the Gurgaon court stating that due to inadvertence and on the advice of her counsel, she had filed the criminal case against her husband in Lucknow. She clarified she never resided in Lucknow and had come for winter vacations along with the daughters, the counsel submitted. It was also submitted that the Additional Principal Judge, family court, Gurugram, in the divorce suit filed by the husband in 2016, decreed in his favour on February 25, 2021. After hearing the submissions, the bench of Justice Singh observed after going through the record, it is clear that the divorce suit filed by the husband has been decreed as cruelty is not proved against him, rather it is proved against the wife. It further observed that the complaint does not indicate that at any point of time, the complainant (wife’s brother) made any attempt to lodge the case before the police. The cross-examination of his sister in proceedings under section 125 CrPC further indicates that she had no knowledge about the facts of the present case and it appears that her brother had instituted the criminal proceedings just to settle his personal score with mala fide intention, the bench said. The bench added that the court took note of the fact that the couple therein had divorced and held that in such a situation, to continue with criminal prosecution would amount to abuse of the process of law. In the judgment, the court ordered to quash the entire proceedings of the complaint case pending in the court of Chief Judicial Magistrate, Bahraich, including the orders dated March 8, 2017 and August 14, 2015 passed by the CJM and ADJ courts. Bhupendra Pandey is the Resident Editor of the Lucknow edition of The Indian Express. With decades of experience in the heart of Uttar Pradesh’s journalistic landscape, he oversees the bureau’s coverage of India’s most politically significant state. His expertise lies in navigating the complex intersections of state governance, legislative policy, and grassroots social movements. From tracking high-stakes assembly elections to analyzing administrative shifts in the Hindi heartland, Bhupendra’s reportage provides a definitive lens on the region's evolution.
Authoritativeness He leads a team of seasoned reporters and investigators, ensuring that The Indian Express’ signature ""Journalism of Courage"" is reflected in every regional story. His leadership is central to the Lucknow bureau’s reputation for breaking stories that hold the powerful to account, making him a trusted figure for policy analysts, political scholars, and the general public seeking to understand the nuances of UP’s complex landscape.
Trustworthiness & Accountability Under his stewardship, the Lucknow edition adheres to the strictest standards of factual verification and non-partisan reporting. He serves as a bridge between the local populace and the national discourse, ensuring that regional issues are elevated with accuracy and context. By prioritizing primary-source reporting and on-the-ground verification, he upholds the trust that readers have placed in the Express brand for nearly a century.... Read More Stay updated with the latest -Click here to follow us on Instagram"
"Amid speculation on Iran’s toll for Strait of Hormuz, India sticks to its stance of ‘free, safe’ navigation through the waterway | https://indianexpress.com/article/business/strait-of-hormuz-iran-toll-india-free-safe-navigation-waterway-10628228/ | Amid reports that Iran wants to impose tolls or transit fees on merchant vessels crossing the Strait of Hormuz, India continues to press for free and safe navigation through the narrow waterway between Iran and Oman, which connects the Persian Gulf with the Arabian Sea, and is a critical maritime chokepoint for shipments of oil, gas, and some other commodities. In response to reports regarding the potential formalisation of a toll by Iran for passage through the Strait, a senior Foreign Ministry official said that there has been “absolutely no discussion” on the issue between India and Iran, adding that India maintains its long-held stance on the matter and will evaluate future scenarios if and when they arise. “Yes, we have also seen some reports…we continue to call for free and safe navigation through the Strait of Hormuz. We made this point in our statement yesterday as well and continue to do so now as well,” Foreign Ministry Spokesperson Randhir Jaiswal said on Thursday at the inter-ministerial press briefing on the West Asia crisis. There had been reports that Iran was already charging a “toll” from some vessels before allowing them to cross the Strait of Hormuz. The Indian government has been categorically denying the payment of any toll or charge to the Iranians for the passage of India-flagged ships through the waterway. Since the war began, eight India-flagged vessels—all LPG tankers—have returned from the Persian Gulf. India has high dependence on West Asia for its oil and gas supplies, most of which come to the country via the Strait of Hormuz. The Strait is also important for India’s supplies of other commodities, including fertilisers and petrochemicals. “On the question of toll…there has been no discussion on this point between us and Iran. So that is where we are. As to what will be the scenario if a certain situation arises or happens in future, we’ll see when the time comes. But our point of view at this point in time is that we continue to call for free and safe navigation through the Strait of Hormuz,” Jaiswal added. Unlike man-made shipping waterways like the Suez Canal and the Panama Canal, straits are natural waterways there is generally no transit charge for crossing them. Turkey’s Bosphorus and Dardanelles straits are exceptions, where tolls are charged by Ankara under a special international treaty. Like most other natural waterways that are shipping chokepoints, the Strait of Hormuz is an international strait, and no tolls are charged just for crossing them, as per the United Nations Convention on the Law of the Sea (UNCLOS). Although neither Iran nor the US have ratified the convention, it is widely accepted as international law, and Washington and Tehran have mostly abided by it. Sources indicated that changing the status of the Strait of Hormuz is a question of international law and would be required to be done through the UN. According to international media reports, Iran’s 10-point proposal for the West Asia war to end includes formalisation of Tehran’s de facto control over the Strait of Hormuz. Citing details shared by unnamed Iranian officials with state media, The New York Times reported that as part of the plan, Tehran would impose a toll of up to $2 million on merchant ships passing through the Strait, through which about a fifth of global oil and liquefied natural gas (LNG) flows transit. US PresidentDonald Trump’s comments also added to the speculation and confusion over the proposal of a toll being charged by Iran. “We’re thinking of doing it as a joint venture. It’s a way of securing it—also securing it from lots of other people,” Trump told ABC News said when asked whether he would allow Tehran to charge tolls for shipping to transit the strategic waterway. “It’s a beautiful thing,” the US president added. Earlier, Trump had set a deadline for Iran to fully open the Strait or face heavy destruction. Just hours before the deadline expired, the temporary two-week ceasefire was agreed upon on Wednesday. Trump said that it was subject to Iran agreeing to “complete, immediate, and safe opening” of the Strait of Hormuz. Iran’s Foreign Minister Seyed Abbas Araghchi said on Wednesday that safe passage through the Strait of Hormuz will be possible for two weeks but “via coordination with Iran’s Armed Forces and with due consideration of technical limitations”. The situation, however, remains tense with vessel movements through the Strait still highly constricted on Thursday. Sukalp Sharma is a Deputy Associate Editor with The Indian Express and writes on a host of subjects and sectors, notably energy and aviation. He has over 16 years of experience in journalism with a body of work spanning areas like politics, development, equity markets, corporates, trade, and economic policy. He considers himself an above-average photographer, which goes well with his love for travel.... Read More"
"President nominates veteran JD(U) leader Harivansh for third term in Rajya Sabha | https://indianexpress.com/article/india/president-nominates-veteran-jdu-leader-harivansh-for-third-term-in-rajya-sabha-10629048/ | After two consecutive terms, senior Janata Dal (United) leader Harivansh has been nominated for another six-year term in the Rajya Sabha by President Droupadi Murmu. This development ended speculation about whether Harivansh would continue his membership of the Upper House after making way for JD(U) patriarchNitish Kumaron one of the four seats that the key National Democratic Alliance (NDA) ally occupies in the House. Kumar is scheduled to take the oath soon and demit office as Bihar chief minister. According to the current configuration of the 245-member House, the NDA holds sway in 141 seats, which include 105 for the BJP, five for the AIADMK, and four each for the Nationalist Congress Party and JD(U), among others. A senior party hand and former journalist with over decades of experience in the field, Harivansh currently serves as the deputy chairperson of the Council of States. His nomination was notified early on Friday. A few months shy of turning 70 this June, Harivansh was first elected to theRajya Sabhain April 2014 and served as a member on several key committees, including the Standing Committee on Defence, the Select Committee of Rajya Sabha on the Prevention of Corruption (Amendment) Bill, 2013, the Joint Committee on the Bill to amend the Citizenship Act, 1955, among others. He first served as deputy chairperson of the Rajya Sabha between August 9, 2018, and April, 2020. Following a brief break in this spell, he has served on the same post since September 14, 2020. Jatin Anand is an Assistant Editor with the national political bureau of The Indian Express. With over 16 years of experience in mainstream journalism, he is a seasoned expert in national governance, electoral politics, and bureaucratic affairs. Having covered high-stakes beats including the Election Commission of India (ECI), intelligence, and urban development, Jatin provides authoritative analysis of the forces shaping Indian democracy. He is an alumnus of Zakir Husain Delhi College (DU) and the prestigious Asian College of Journalism (ACJ), Chennai, where he specialized in Print Journalism.
Expertise

High-Stakes Beat Coverage: Throughout his decade-and-a-half career, Jatin has covered some of the most sensitive and influential beats in the country, including:


 	
The Election Commission of India (ECI): Monitoring electoral policy, reforms, and the conduct of national and state polls.

 	
National Security & Intelligence: Reporting on the internal mechanisms and developments within India's security apparatus.

 	
Urban Development: Analyzing the policies and bureaucratic processes driving the transformation of India’s cities.



 	
National Political Bureau: In his current role, he tracks the intersection of policy and politics, offering deep-dive reporting on the Union government and national political movements.

 	
Academic Credentials:


 	
Zakir Husain Delhi College (DU): Alumnus of one of Delhi's premier institutions.

 	
Asian College of Journalism (ACJ), Chennai: Specialized in Print Journalism at India's most prestigious journalism school.... Read More Stay updated with the latest -Click here to follow us on Instagram"
"Once a fan of WWE superstar John Cena, Meenakshi Goyat is now in the Asian Championships final | https://indianexpress.com/article/sports/sport-others/wwe-john-cena-fan-meenakshi-goyat-india-asian-championship-wrestling-final-10628845/ | A 10-year-old Meenakshi Goyat ran around her house wearing a t-shirt with a picture of WWE superstar John Cena on it. Fifteen years on she has emerged as a star in the real thing. On Thursday, at the Asian Wrestling Championships, Meenakshi set up the title clash with Jin Zhang of China in the 53-kg category, an Olympic Games weight classification. The wrestler from Haryana blitzed past Sabkibjamal Esbosynova of Uzbekistan and Seoyoung Park of South Korea. When her father Prem Goyat came to know about her daughter’s obsession with professional wrestling, he started to figure out where she could go and learn wrestling. “She got obsessed with John Cena after watching WWE on TV. She used to say that I want to wrestle like Cena,” Prem tells theIndian Express. That professional wrestling was a different kettle of fish didn’t strike Prem then. He and his daughter went looking for wrestling academies. “I had no idea that Pro Wrestling is different from what I am doing right now. In my family, no one had any idea about what that was. My father was a farmer so he didn’t have much knowledge either,” Meenakshi had said after her trials for the Asian Championships.After the Goyat family figured out that Nidani Sports Hostel is the place that has produced Olympians, Meenakshi was sent there to train as a 12-year-old kid. “When I dropped her off at the Nidani Sports Hostel, she was just a 12 year old kid and used to weigh 26 kg. There used to be a bus going to the akhada every Sunday. So, I would sometimes carry fruits and milk for her or sometimes just give it to the kids going to akhada,” Prem said. While Meenakshi slowly started making progress in wrestling, tragedy struck at home as her mother was diagnosed with cancer. “My wife was diagnosed with cancer and I had no option other than putting her in the akhada for a long time,” recalled Prem. But staying in the akhada meant that Meenakshi trained relentlessly. All the training started yielding results as she started climbing the ranks with a gold at the 2016 Sub-junior nationals and 2018 Junior nationals. But in 2019 during a bout at the U-23 Nationals inGuwahati, her leg slipped due to a slippery wrestling mat and it resulted in Meenakshi injuring her leg. “Her injury was pretty serious. Doctors had said that it would be tough for her to walk now. She stayed in bed for more than six months. While others around her were winning medals, she used to sulk, looking at her condition,” said Prem. When she returned to the mat after recovering from injury, she used to weigh 68 kg and could barely move. “She wanted to get back quickly to the mat once her injury healed. She cut close to 10 kg in quickly and started moving more swiftly,” Prem explained. “Within one year, she became the national champion at the 2021 nationals.” After the national title in 50 kg category, Meenakshi moved up to the 53 kg category and stagnated because of the presence of Vinesh Phogat and then later Antim Panghal. Meenakshi had made a mark by defeating two-times World Championships medallist Antim at the trials last month. But before the Asian Championships trial last month, Meenakshi had the jitters given the losses in the past. “I’ve played a lot of international competitions as a junior but very few as a senior. I would always end up losing in the trials and many times to Antim. Those losses put a lot of pressure on me,” she said after the trial. The feat was overwhelming for her but her family and coach Ajay Malik made it a point to motivate her.  “My father and brother motivated me a lot. They kept telling me not to be afraid, that I had a lot of talent and that I worked really hard,” she said. Malik, who has been training Meenakshi at Kuldeep Malik Academy in Sonepat since 2019, said that all he has told her is to keep calm before the final tomorrow. “I had a chat with her and asked her to just believe in the training she had over the years,” Malik said.With the fear to take down more storied opponents gone, Meenakshi is one step away from winning her first senior gold in an international championship. Pritish Raj works with sports team at The Indian Express' and is based out of New Delhi.... Read More"
"NHAI sets Dec 2026 deadline for Sahibganj-Manihari Ganga bridge connecting Jharkhand & Bihar | https://indianexpress.com/article/india/nhai-sets-dec-2026-deadline-for-sahibganj-manihari-ganga-bridge-connecting-jharkhand-bihar-10627422/ | Sahibganj-Manihari Ganga bridge latest update, NHAI Mega Bridge Latest Update:The National Highways Authority of India (NHAI) has set a  target to complete Sahibganj-Manihari Ganga bridge by December this year. The 22-km-long bridge is likely to further enhance connectivity between Jharkhand and Bihar. The project stretches from Sahibganj in Jharkhand to Narenpur in Bihar’s Katihar district. According to NHAI, once completed, the bridge will provide direct connectivity from the Santhal Pargana region to Bihar, West Bengal and the Northeastern states. The route is also expected to improve trade with Nepal, Bhutan and Bangladesh. The Sahibganj–Manihari Ganga bridge project comprises three major components: Within this 22-km corridor, a 6-km-long main bridge has been constructed using extradosed technology. “This technique not only imparts exceptional structural strength to the bridge but also renders it visually magnificent and distinctly modern,” the NHAI said. The project also features 300-m-long rail bridge between Sahibganj and Katihar over the ‘Chhoti Ganga’ as well as nine smaller bridges and 9 underpasses along the approach roads. “The Authority’s entire focus is on further accelerating the construction pace so that this mega-bridge can be dedicated to the public before December 2026m” it said in a statement. With the completion of the Sahibganj–Manihari Ganga bridge, travel time is expected to be reduced significantly. According to NHAI, the project will cut travel distance between two cities by nearly one-tenth. It will further reduce the traffic congestion at Vikram Shila Setu bridge in Bhagalpur. Anish Mondal is a journalist with over nine years of experience covering the railways and roadways. Currently a member of the Indianexpress.com editorial team, Anish specializes in high-impact sectors.

Professional Journey
Anish began his career at the public broadcaster Rajya Sabha Television (now Sansad TV), where he developed a foundational understanding of legislative processes and national governance. In 2018, he transitioned to digital financial journalism at FinancialExpress.com, spending nearly six years refining his expertise in market trends and corporate reporting. Before joining The Indian Express in 2025, he served as a key contributor at ETNowNews.com.

Education & Expertise
Anish’s reporting is backed by a rigorous academic background in communication and the humanities:

 	Master of Journalism and Mass Communication (MJMC) – Apeejay Stya University
 	Post Graduate Diploma in Journalism and Production (PGTVRJP) – Apeejay Institute of Mass Communication
 	Bachelor of Arts (English Honours) – University of Calcutta

Areas of Coverage
Connectivity: Detailed reporting on the expansion of Indian Railways and National Highway networks.... Read More Stay updated with the latest -Click here to follow us on Instagram"
"Why you can’t see space junk in Artemis II photos? | https://indianexpress.com/article/technology/science/why-you-cant-see-space-junk-in-artemis-ii-photos-10627580/ | As stunning images fromNasa’sArtemis II mission continue to circulate, many viewers have noticed something missing: space junk. With growing warnings about debris orbiting Earth, some have wondered why none of it appears in photos taken during the mission’s lunar flyby. The answer lies in how space works and how difficult it is to actually see such objects. Scientists have long warned about the increasing amount of debris circling Earth. It could be anything from a dead satellite to fragments from earlier missions. The danger often raised is that of Kessler Syndrome – a scenario where collisions lead to even more space debris, which may increase the chances of other collisions. Most space junk moves very fast; sometimes, it moves faster than 17,500 mph. Experts estimate that, while millions of objects larger than a centimetre are in orbit, there are also tens of millions of even smaller fragments. Even with such large numbers, spotting space junk in photos is incredibly unlikely. Most debris is far too small to be seen with the naked eye, let alone captured clearly by a camera. There is a small chance that astronauts could photograph a larger piece, but the conditions would need to be nearly perfect. The spacecraft and the space debris are both travelling at extremely fast velocities, which makes it hard to see such things. The odds of getting a clear image are extremely low. Another key factor is altitude. The highest concentration of space junk is found in low Earth orbit, typically between about 466 and 621 miles above the planet. During the early stages of launch, astronauts are focused on critical flight operations, leaving little opportunity to photograph anything outside. Within moments, the spacecraft travels so quickly that even larger objects would be hard to identify, let alone capture in detail. Although space junk is difficult to photograph, it is not entirely absent from human spaceflight. The International Space Station, for example, regularly encounters tiny debris. Nevertheless, the spacecraft is equipped to sustain impact from tiny particles, while the chance of collisions with other things is rather slim. Various systems now track possible dangers during space flights. The problem of space debris is very serious indeed, yet this fact does not imply that astronauts always find themselves amidst numerous objects. Space is roomy, and things are located at immense distances from each other."
